District,date,Vehicle,Industry,Residential,Sum_of_Sources,Vehicle_percentage,Industry_percentage,Residential_percentage
Sialkot,2024-11-24 17:00:00,504.58000202178954,304.67000379562376,106.22000045776366,915.470006275177,55.11704354736884,33.28017321236458,11.602783240266582
Sialkot,2024-11-24 18:00:00,510.94000005722046,306.0099991321564,107.23999996185303,924.1899991512299,55.28516869112027,33.11115673326848,11.603674575611244
Sialkot,2024-11-24 19:00:00,482.01999740600587,287.8899959564209,100.98999938964843,870.8999927520753,55.34734199305771,33.056607917365824,11.596050089576462
Sialkot,2024-11-24 20:00:00,435.86000003814695,261.9100008964539,91.29500007629395,789.0650010108948,55.23752789437545,33.192449362335566,11.57002274328898
Sialkot,2024-11-24 21:00:00,402.91000118255613,241.15500154495243,84.26000022888184,728.3250029563903,55.32008369163197,33.11090523681939,11.56901107154865
Sialkot,2024-11-24 22:00:00,400.37000012397766,233.5749995946884,83.40500001907348,717.3499997377395,55.81236499203338,32.560814062881796,11.626820945084832
Sialkot,2024-11-24 23:00:00,411.47000002861023,232.00499956607823,85.26999998092653,728.744999575615,56.462823109349635,31.836238972642896,11.700937918007472
Bahawalnagar,2024-11-24 00:00:00,259.84999990463257,173.55000009536744,61.31500000953675,494.7150000095367,52.52519125145253,35.08080411793091,12.394004630616571
Bahawalnagar,2024-11-24 01:00:00,259.6450001716614,173.53000020980835,61.23000011444091,494.4050004959107,52.51666142357494,35.09875507645551,12.384583499969546
Bahawalnagar,2024-11-24 02:00:00,268.6349998474121,179.16499977111818,63.12999992370606,510.9299995422363,52.57765253324202,35.06644744517637,12.355900021581602
Bahawalnagar,2024-11-24 03:00:00,272.60500020980834,181.06500024795528,64.26500010490419,517.9350005626678,52.63305239338123,34.95901996413684,12.407927642481928
Bahawalnagar,2024-11-24 04:00:00,265.4249998092651,175.1399995803833,63.749999904632574,504.31499929428094,52.63079626437657,34.72829478113233,12.640908954491117
Bahawalnagar,2024-11-24 05:00:00,253.39999995231625,165.66499981880193,62.564999961853026,481.6299997329712,52.613001701058515,34.39673606516436,12.990262233777125
Bahawalnagar,2024-11-24 06:00:00,243.98499996662142,157.7549999952316,61.72499997615815,463.46499993801115,52.64367320062024,34.038169013049846,13.318157786329913
Bahawalnagar,2024-11-24 07:00:00,241.21000008583067,153.9200002193451,61.94500002861024,457.075000333786,52.77252090131452,33.67499865600671,13.552480442678764
Bahawalnagar,2024-11-24 08:00:00,241.31000006198883,151.81000020503998,62.57500002384186,455.69500029087067,52.954278609148744,33.3139490466517,13.731772344199555
Bahawalnagar,2024-11-24 09:00:00,238.79000074863433,148.83500096797945,62.190000367164615,449.8150020837784,53.08626871990355,33.08804737025174,13.825683909844713
Bahawalnagar,2024-11-24 10:00:00,230.32499961853028,143.57999916076662,60.04999980926514,433.95499858856203,53.07577983147146,33.08637983840729,13.837840330121251
Bahawalnagar,2024-11-24 11:00:00,220.53500032424927,139.16500043869019,57.47500019073486,417.1750009536743,52.863905991514294,33.35890216828786,13.777191840197837
Bahawalnagar,2024-11-24 12:00:00,221.86000022888183,152.77000007629394,59.90500011444092,434.53500041961667,51.05687689475846,35.15712196457565,13.786001140665899
Bahawalnagar,2024-11-24 13:00:00,232.81999979019164,161.36999959945678,62.1399998664856,456.329999256134,51.020095143802244,35.362566533540836,13.617338322656927
Bahawalnagar,2024-11-24 14:00:00,248.6149995803833,173.12499980926512,65.15999984741212,486.89999923706057,51.06079276441697,35.55658247700561,13.382624758577416
Bahawalnagar,2024-11-24 15:00:00,263.82999897003174,184.37999858856205,68.18999948501586,516.3999970436097,51.09024021697495,35.70487986912038,13.204879913904657
Bahawalnagar,2024-11-24 16:00:00,275.8350003242493,192.96500043869014,70.55000019073488,539.3500009536743,51.142115479098926,35.777324575413175,13.080559945487892
Bahawalnagar,2024-11-24 17:00:00,286.44000072479247,200.08000125885007,72.5850004196167,559.1050024032593,51.23187943115472,35.78576482035134,12.98235574849394
Bahawalnagar,2024-11-24 18:00:00,292.1700001716614,203.41500043869019,73.31500005722046,568.900000667572,51.35700471591077,35.75584464756445,12.887150636524774
Bahawalnagar,2024-11-24 19:00:00,290.56999988555907,201.68499965667723,72.34499988555908,564.5999994277954,51.464753839894215,35.72174988683648,12.813496273269303
Bahawalnagar,2024-11-24 20:00:00,286.145001411438,198.68500194549557,70.99500064849855,555.8250040054321,51.48113153409728,35.745963300268116,12.772905165634599
Bahawalnagar,2024-11-24 21:00:00,285.429999256134,198.30999898910522,70.55499968528747,554.2949979305267,51.49424048959372,35.77697791419735,12.728781596208915
Bahawalnagar,2024-11-24 22:00:00,291.9599992752075,202.6499990463257,71.65499963760377,566.264997959137,51.55889915983754,35.78713142728087,12.653969412881594
Bahawalnagar,2024-11-24 23:00:00,301.0950002670288,208.6600004196167,73.28000016212462,583.0350008487701,51.6426972357922,35.78858904111312,12.568713723094692
Rawalpindi,2024-11-24 00:00:00,230.650000333786,119.21500043869018,55.11000013351441,404.9750009059906,56.954132926177394,29.437619648617353,13.608247425205253
Rawalpindi,2024-11-24 01:00:00,245.47499990463257,124.78500022888184,57.710000038146966,427.97000017166135,57.35799233735334,29.157417617783913,13.484590044862758
Rawalpindi,2024-11-24 02:00:00,267.849999666214,134.90499982833862,62.15999994277955,464.9149994373322,57.6126818860183,29.01713216213903,13.370185951842656
Rawalpindi,2024-11-24 03:00:00,282.7499990463257,142.65499897003173,65.56999969482423,490.97499771118163,57.58949037414217,29.0554508142081,13.35505881164973
Rawalpindi,2024-11-24 04:00:00,276.0000009536743,135.48500099182127,63.65000038146973,475.1350023269653,58.088753638854044,28.515053685433795,13.39619267571216
Rawalpindi,2024-11-24 05:00:00,264.2749996185303,128.23499927520754,61.53999977111817,454.049998664856,58.20394238423891,28.24248423131492,13.553573384446182
Rawalpindi,2024-11-24 06:00:00,250.77500009536743,120.26000003814698,58.96000003814698,429.9950001716614,58.32044558547279,27.967767064765205,13.711787349762005
Rawalpindi,2024-11-24 07:00:00,242.0750002861023,119.22500042915344,58.50000009536743,419.8000008106232,57.664363939652596,28.40042882299499,13.93520723735241
Rawalpindi,2024-11-24 08:00:00,231.49999976158142,116.53999974727631,57.43999991416931,405.47999942302704,57.09282827537526,28.74124492283356,14.165926801791182
Rawalpindi,2024-11-24 09:00:00,227.02499985694885,114.81499993801117,56.84999995231629,398.6899997472763,56.94273746541339,28.798063661188067,14.259198873398546
Rawalpindi,2024-11-24 10:00:00,233.849999666214,116.58999955654143,57.82999987602234,408.26999909877776,57.278271776622944,28.557082277390993,14.16464594598606
Rawalpindi,2024-11-24 11:00:00,248.22499990463257,120.974999666214,59.90999994277955,429.1099995136261,57.84647297568984,28.192071917068557,13.961455107241596
Rawalpindi,2024-11-24 12:00:00,271.8499994277954,133.1099991798401,64.32999973297119,469.2899983406067,57.927933769960504,28.364124454071572,13.707941775967921
Rawalpindi,2024-11-24 13:00:00,307.62500047683716,148.20500049591064,71.30000019073488,527.1300011634827,58.35846940941446,28.11545542253186,13.526075168053675
Rawalpindi,2024-11-24 14:00:00,349.45000076293945,165.32000093460087,79.2200002670288,593.9900019645692,58.83095668397862,27.832118451122014,13.336924864899355
Rawalpindi,2024-11-24 15:00:00,386.62500047683716,180.78000049591066,86.30000019073486,653.7050011634826,59.14365039103434,27.654676065527006,13.201673543438657
Rawalpindi,2024-11-24 16:00:00,418.5999994277954,194.24499969482423,92.47999992370607,705.3249990463256,59.34852727377976,27.539786617157212,13.111686109063037
Rawalpindi,2024-11-24 17:00:00,446.25,206.39999961853027,97.95999984741213,750.6099994659425,59.45164603689079,27.497635225401133,13.050718737708062
Rawalpindi,2024-11-24 18:00:00,455.5999994277954,209.90499916076664,99.48999977111818,764.9949983596803,59.555944862999546,27.438741378812896,13.005313758187558
Rawalpindi,2024-11-24 19:00:00,435.92499923706055,200.6549993515015,95.03999977111816,731.6199983596802,59.58352699685916,27.426122823511882,12.990350179628967
Rawalpindi,2024-11-24 20:00:00,400.59999895095825,185.46999893188476,87.60999965667726,673.6799975395203,59.46443421417714,27.530875134971556,13.0046906508513
Rawalpindi,2024-11-24 21:00:00,370.62499952316284,172.7949998855591,81.33999996185302,624.7599993705749,59.32277993094234,27.657820612658362,13.019399456399322
Rawalpindi,2024-11-24 22:00:00,353.55000042915344,165.18000020980836,77.60000009536743,596.3300007343292,59.28764274710092,27.69942817004064,13.012929082858433
Rawalpindi,2024-11-24 23:00:00,341.5499997138977,159.1799997329712,74.81999988555908,575.549999332428,59.34323692295309,27.657023702128704,12.999739374918201
Dera Ghazi Khan,2024-11-24 00:00:00,201.3550001144409,92.97500019073486,52.875,347.20500030517576,57.99311644056393,26.778128226556213,15.228755332879865
Dera Ghazi Khan,2024-11-24 01:00:00,197.8799996376038,90.99999990463257,51.79499979019165,340.674999332428,58.08468482435192,26.711675374756656,15.203639800891436
Dera Ghazi Khan,2024-11-24 02:00:00,190.95499973297117,87.61499996185304,49.974999809265135,328.54499950408933,58.121414120197066,26.66757981223285,15.211006067570084
Dera Ghazi Khan,2024-11-24 03:00:00,188.24999904632568,85.79999942779541,49.3149995803833,323.3649980545044,58.21594797795506,26.53348381674058,15.250568205304358
Dera Ghazi Khan,2024-11-24 04:00:00,196.00000019073485,88.53000011444092,51.660000038146975,336.19000034332277,58.30036586173784,26.333323425453653,15.366310712808511
Dera Ghazi Khan,2024-11-24 05:00:00,208.32500071525575,92.94500012397765,55.23500037193298,356.50500121116636,58.43536556500084,26.071163043495183,15.493471391503983
Dera Ghazi Khan,2024-11-24 06:00:00,216.17000036239622,96.55000009536744,57.855000209808345,370.575000667572,58.33367063967536,26.054105085728267,15.612224274596374
Dera Ghazi Khan,2024-11-24 07:00:00,211.85499958992003,95.25499987602235,56.97999978065491,364.0899992465973,58.18753605655373,26.162487317182904,15.649976626263356
Dera Ghazi Khan,2024-11-24 08:00:00,201.6849994659424,91.26499977111816,54.27999973297119,347.2299989700318,58.08397893735822,26.28373125646754,15.632289806174239
Dera Ghazi Khan,2024-11-24 09:00:00,194.95999941825863,88.47999958992006,52.38999972343445,335.82999873161316,58.053181715331434,26.346663467855063,15.600154816813493
Dera Ghazi Khan,2024-11-24 10:00:00,198.760000705719,89.77000036239626,53.160000324249275,341.69000139236454,58.16968594216539,26.272352131051345,15.557961926783262
Dera Ghazi Khan,2024-11-24 11:00:00,205.73500022888183,92.19500007629395,54.705000114440914,352.6350004196167,58.34219518314071,26.144597095179677,15.513207721679615
Dera Ghazi Khan,2024-11-24 12:00:00,207.3000000953674,92.54000005722047,55.28000001907349,355.1200001716614,58.374633925197315,26.058797029873727,15.566569044928954
Dera Ghazi Khan,2024-11-24 13:00:00,201.7500003814697,90.62000007629393,54.97500019073486,347.3450006484985,58.08346168932885,26.089334784466452,15.82720352620469
Dera Ghazi Khan,2024-11-24 14:00:00,190.64000110626222,86.1100004196167,53.55500049591065,330.30500202178956,57.716353049260235,26.06984450509054,16.21380244564923
Dera Ghazi Khan,2024-11-24 15:00:00,180.45999965667724,81.71999988555909,51.63999977111816,313.81999931335446,57.504301845493586,26.04040534840494,16.45529280610149
Dera Ghazi Khan,2024-11-24 16:00:00,174.33500051498413,79.08499994277953,49.62500028610229,303.04500074386596,57.52775993237134,26.096784223021146,16.37545584460752
Dera Ghazi Khan,2024-11-24 17:00:00,170.00500011444092,77.24499988555908,47.45500011444092,294.7050001144409,57.68650007581275,26.2109566704206,16.102543253766658
Dera Ghazi Khan,2024-11-24 18:00:00,166.03000049591066,75.33999996185304,45.23000030517578,286.6000007629395,57.930914184903294,26.28750863967036,15.781577175426342
Dera Ghazi Khan,2024-11-24 19:00:00,161.9350004196167,73.22500019073486,43.01500015258789,278.1750007629395,58.213354893676296,26.32335759500443,15.463287511319265
Dera Ghazi Khan,2024-11-24 20:00:00,159.2499997138977,71.77999982833862,41.10499982833863,272.1349993705749,58.51874991538368,26.37661454585395,15.104635538762375
Dera Ghazi Khan,2024-11-24 21:00:00,157.50999975204465,70.65999994277955,39.44999990463257,267.6199995994568,58.85584036611154,26.403108903869448,14.741050730019001
Dera Ghazi Khan,2024-11-24 22:00:00,158.21500005722046,70.53499994277954,38.37500000000001,267.125,59.22882547766793,26.405240970624067,14.365933551708004
Dera Ghazi Khan,2024-11-24 23:00:00,159.54000015258788,70.59000015258788,37.460000133514406,267.5900004386902,59.621062031853256,26.379909576913114,13.99902839123362
Bahawalpur,2024-11-24 00:00:00,117.17000026702881,82.93000059127809,36.28000011444092,236.3800009727478,49.568491321115324,35.083340489891555,15.348168188993125
Bahawalpur,2024-11-24 01:00:00,146.47999954223633,98.40999908447266,43.614999771118164,288.50499839782714,50.77208379601493,34.11032724943383,15.117588954551245
Bahawalpur,2024-11-24 02:00:00,184.12000007629396,119.66000003814698,53.27500004768372,357.05500016212466,51.56628530413866,33.51304420434221,14.92067049151913
Bahawalpur,2024-11-24 03:00:00,217.90999965667726,138.00999937057497,62.15499978065491,418.07499880790715,52.12222693966934,33.01082336042448,14.86694969990618
Bahawalpur,2024-11-24 04:00:00,247.5999996185303,153.37999935150145,70.51499977111817,471.49499874114986,52.513812506940795,32.53056761174828,14.95561988131094
Bahawalpur,2024-11-24 05:00:00,275.51999936103823,170.06999876499177,79.14499965906144,524.7349977850914,52.50650338247102,32.410645274825946,15.08285134270304
Bahawalpur,2024-11-24 06:00:00,291.5700002193451,179.2200003385544,84.38000015020371,555.1700007081032,52.51904819198733,32.2820037303825,15.198948077630181
Bahawalpur,2024-11-24 07:00:00,290.4200000047684,179.49999977350237,84.95000007748605,554.8699998557568,52.34018780620065,32.34991976862417,15.309892425175184
Bahawalpur,2024-11-24 08:00:00,277.9899998426437,172.96999992132186,82.35499984622003,533.3149996101856,52.124916802608986,32.43298989298076,15.442093304410252
Bahawalpur,2024-11-24 09:00:00,260.90000014305116,160.6600003004074,77.73500007390977,499.2950005173683,52.2536776600421,32.177370118653684,15.56895222130423
Bahawalpur,2024-11-24 10:00:00,245.21000068187718,149.92000125646592,73.24500038027765,468.3750023186207,52.35334923255972,32.008540275272864,15.638110492167426
Bahawalpur,2024-11-24 11:00:00,229.53000023365018,141.30000034570693,68.84500015377998,439.67500073313715,52.20446917630519,32.137374221890234,15.658156601804563
Bahawalpur,2024-11-24 12:00:00,218.75000014305115,145.36000030040742,67.18500007390975,431.29500051736835,50.719345200070784,33.703149845474215,15.577504954454993
Bahawalpur,2024-11-24 13:00:00,209.86000030040742,141.29000037908554,64.75500022768975,415.90500090718274,50.458638353146846,33.97170028513726,15.56966136171589
Bahawalpur,2024-11-24 14:00:00,201.0799994468689,137.3499988079071,62.24499976634979,400.6749980211258,50.18531239532615,34.2796529571993,15.535034647474532
Bahawalpur,2024-11-24 15:00:00,192.8799996852875,133.66999938488007,59.87499984502792,386.4249989151955,49.91395490114675,34.59144717865812,15.494597920195128
Bahawalpur,2024-11-24 16:00:00,185.8399997711182,130.14999942779542,57.80499992370605,373.79499912261963,49.71709097428435,34.81855020353042,15.464358822185234
Bahawalpur,2024-11-24 17:00:00,179.7299994468689,126.80999903678894,55.97499969005585,362.5149981737137,49.57863822250577,34.98062140204826,15.440740375445975
Bahawalpur,2024-11-24 18:00:00,173.88000006675722,123.5400000333786,54.16000007390976,351.5800001740456,49.45673814798337,35.13851754144762,15.404744310568997
Bahawalpur,2024-11-24 19:00:00,169.13999977111814,120.95999965667724,52.65999984741211,342.7599992752075,49.346481540663355,35.28999880746193,15.363519651874707
Bahawalpur,2024-11-24 20:00:00,164.60000023841857,118.66000034809112,51.20000015497209,334.4600007414818,49.21365779869289,35.47808410124607,15.308258100061037
Bahawalpur,2024-11-24 21:00:00,161.34000015258792,117.48000030517578,50.19500007629395,329.01500053405766,49.03727790243623,35.706578762209034,15.256143335354725
Bahawalpur,2024-11-24 22:00:00,159.2300000190735,117.19000000953676,49.570000004768374,325.99000003337864,48.84505659767775,35.948955488676795,15.205987913645455
Bahawalpur,2024-11-24 23:00:00,158.26999912261965,117.5499981880188,49.26999955177307,325.0899968624115,48.68497974411824,36.15921723908648,15.15580301679529
Faisalabad,2024-11-24 00:00:00,327.4599996566772,260.9349987983704,22.609999942779538,611.0049983978271,53.5936695305833,42.70586975271761,3.700460716699097
Faisalabad,2024-11-24 01:00:00,337.76500034332275,266.7900005817413,21.885000038146973,626.440000963211,53.91817250239082,42.588276638070106,3.493550859539095
Faisalabad,2024-11-24 02:00:00,360.4499999046326,282.1549991607666,21.434999990463258,664.0399990558624,54.281368655069485,42.490663147090075,3.2279681978404495
Faisalabad,2024-11-24 03:00:00,372.33499898910526,289.5149978160858,21.969999742507937,683.819996547699,54.44927040286303,42.33789583190275,3.212833765234218
Faisalabad,2024-11-24 04:00:00,359.864999961853,277.4650000572205,24.159999942779542,661.4899999618531,54.40218294798195,41.94545648055472,3.652360571463334
Faisalabad,2024-11-24 05:00:00,337.39000062942506,259.20000009536744,27.50500016212463,624.0950008869171,54.06067988847077,41.53213849285955,4.4071816186696875
Faisalabad,2024-11-24 06:00:00,322.0349998474121,245.29500064849856,30.529999923706058,597.8600004196168,53.86461707111818,41.02883626205712,5.106546666824697
Faisalabad,2024-11-24 07:00:00,321.27000093460083,240.1500008583069,33.22500023841858,594.6450020313263,54.027192667412024,40.38544005884971,5.587367273738267
Faisalabad,2024-11-24 08:00:00,326.6649990081787,238.16999778747555,35.364999771118164,600.1999965667724,54.426024804523166,39.681772600773265,5.892202594703581
Faisalabad,2024-11-24 09:00:00,339.5849995136261,244.84999871253964,36.74999992847442,621.1849981546401,54.66728921696987,39.416598829642986,5.916111953387152
Faisalabad,2024-11-24 10:00:00,351.7850002288818,253.84500055313111,36.125,641.755000782013,54.81609022137932,39.55481457001618,5.62909520860449
Faisalabad,2024-11-24 11:00:00,367.9849992752075,265.34999856948855,33.87499990463257,667.2099977493286,55.152800545033166,39.77008729853907,5.077112156427763
Faisalabad,2024-11-24 12:00:00,420.86499881744385,326.31499767303467,35.33499975204468,782.5149962425232,53.78363364770661,41.700797970637296,4.5155683816560845
Faisalabad,2024-11-24 13:00:00,493.75000190734863,379.40500421524047,34.400000381469724,907.5550065040588,54.40441608154364,41.80518001622017,3.790403902236187
Faisalabad,2024-11-24 14:00:00,584.4450004577636,444.81500110626223,32.7,1061.960001564026,55.03455870249433,41.88622927898892,3.0792120185167358
Faisalabad,2024-11-24 15:00:00,670.9250007629395,506.72500104904174,31.400000190734865,1209.050002002716,55.49191511116943,41.911004525014135,2.5970803638164446
Faisalabad,2024-11-24 16:00:00,756.8600017547607,564.980003452301,30.605000305175782,1352.4450055122375,55.96234957207007,41.77471181080042,2.262938617129512
Faisalabad,2024-11-24 17:00:00,838.954998779297,620.2199975967407,30.299999618530276,1489.474995994568,56.325551018672925,41.64017518015473,2.034273801172341
Faisalabad,2024-11-24 18:00:00,880.4399997711181,647.2700002670289,29.619999885559082,1557.329999923706,56.5352237364111,41.562803021757674,1.9019732418312223
Faisalabad,2024-11-24 19:00:00,856.3400020599365,630.4250031471253,28.30500030517578,1515.0700055122375,56.521480785992615,41.61028868986036,1.8682305241470347
Faisalabad,2024-11-24 20:00:00,794.4100002288818,592.0049997329712,27.205000114440917,1413.620000076294,56.19685631117323,41.878651950384146,1.9244917384426259
Faisalabad,2024-11-24 21:00:00,729.9949991226196,551.4599995136261,26.344999885559083,1307.7999985218048,55.81855023304227,42.16699802239919,2.014451744558542
Faisalabad,2024-11-24 22:00:00,666.3849981307983,508.8749965190887,25.38499965667725,1200.6449943065643,55.50225098099632,42.38346879653555,2.114280222468126
Faisalabad,2024-11-24 23:00:00,599.9549987792968,464.37499694824226,24.54499969482422,1088.874995422363,55.09861107119837,42.64722754223189,2.2541613865697663
Chakwal,2024-11-24 00:00:00,258.63999996185305,78.07999982833863,69.12999992370607,405.8499997138977,63.727978352637734,19.238634934921965,17.033386712440304
Chakwal,2024-11-24 01:00:00,301.66500034332273,88.30000009536744,79.8300001144409,469.79500055313105,64.21204993415127,18.795432048319814,16.992518017528926
Chakwal,2024-11-24 02:00:00,351.27999963760374,100.34999957084656,92.29499979019165,543.924998998642,64.582433292146,18.449234684118114,16.968332023735886
Chakwal,2024-11-24 03:00:00,368.7150001525879,105.19000015258788,96.82000007629395,570.7250003814697,64.6046694828754,18.43094311310691,16.96438740401769
Chakwal,2024-11-24 04:00:00,323.1700001716614,95.38000020980834,85.65500011444091,504.20500049591067,64.09496134584299,18.91690882002308,16.988129834133925
Chakwal,2024-11-24 05:00:00,245.75999994277953,78.61999998092652,66.7,391.07999992370605,62.841362378726515,20.10330367092772,17.05533395034576
Chakwal,2024-11-24 06:00:00,188.02500023841858,66.27000017166138,52.5850001335144,306.8800005435944,61.269877445698306,21.594760184526027,17.135362369775653
Chakwal,2024-11-24 07:00:00,174.15999958515167,64.63999972343444,49.5099997997284,288.3099991083145,60.407200625643895,22.420311443707504,17.1724879306486
Chakwal,2024-11-24 08:00:00,179.69499995708466,67.11999993324281,51.12999997138977,297.94499986171724,60.311466895059496,22.527647708266514,17.16088539667399
Chakwal,2024-11-24 09:00:00,186.75499960184095,69.01999967098237,52.92999980449676,308.70499907732005,60.496266714186,22.357914474101285,17.145818811712733
Chakwal,2024-11-24 10:00:00,189.075,68.94000005722047,53.4,311.4150000572204,60.71480178066526,22.137661976639922,17.14753624269483
Chakwal,2024-11-24 11:00:00,192.4549997806549,68.40999994277954,54.02499990463257,314.889999628067,61.11816825176205,21.725046849243277,17.15678489899467
Chakwal,2024-11-24 12:00:00,198.0149998664856,69.1599997997284,55.274999904632566,322.44999957084656,61.40952089627125,21.448286522491692,17.142192581237055
